regulator	target	beta.sign.sum	prior	ens_tf	ens_target
MEIS2	WASH7P	-0.057165122256328103	0	ENSG00000134138	ENSG00000227232
TBX5	RP11-34P13.16	-0.020689324697621098	0	ENSG00000089225	ENSG00000269981
KLF12	RP11-34P13.16	0.0053560605148745702	0	ENSG00000118922	ENSG00000269981
ETV5	RP11-34P13.13	-0.0072087375299348701	0	ENSG00000244405	ENSG00000241860
DLX4	RP11-34P13.13	-0.040345670737523098	0	ENSG00000108813	ENSG00000241860
HSF1	FO538757.2	-0.125118781389221	0	ENSG00000185122	ENSG00000279457
WT1	AP006222.2	0.063233151792531805	0	ENSG00000184937	ENSG00000228463
GSC	MTND1P23	-0.092082792603148306	1	ENSG00000133937	ENSG00000225972
MITF	MTND2P28	0.069819119865843507	1	ENSG00000187098	ENSG00000225630
HOXC6	MTND2P28	-0.050621041249746902	1	ENSG00000197757	ENSG00000225630
HNF4A	MIR6723	0.18072461196744799	0	ENSG00000101076	ENSG00000237973
ZIC1	RP5-857K21.7	0.082385049418195203	1	ENSG00000152977	ENSG00000229344
GLI1	RP5-857K21.7	0.033602516939029298	1	ENSG00000111087	ENSG00000229344
HINFP	RP5-857K21.7	-0.0587973467039914	1	ENSG00000172273	ENSG00000229344
MZF1	MTATP8P1	0.254187281837295	1	ENSG00000099326	ENSG00000240409
SMAD1	MTATP6P1	0.058921338788324201	0	ENSG00000170365	ENSG00000248527
GFI1	MTATP6P1	0.047100582395591097	1	ENSG00000162676	ENSG00000248527
YBX1	RP11-206L10.2	0.064619825390384994	1	ENSG00000065978	ENSG00000228327
ZFX	RP11-206L10.2	0.065302314512931406	1	ENSG00000005889	ENSG00000228327
KLF4	RP11-206L10.2	0.0105836692503526	1	ENSG00000136826	ENSG00000228327
SCRT1	RP11-206L10.9	-0.069322952233645499	1	ENSG00000261678	ENSG00000237491
FOXO6	RP11-206L10.9	0.019593143307195901	1	ENSG00000204060	ENSG00000237491
CREM	RP11-206L10.9	-0.0109688498527989	1	ENSG00000095794	ENSG00000237491
CDC5L	RP11-206L10.8	0.028038988480073499	1	ENSG00000096401	ENSG00000230092
PAX4	LINC01128	-0.049601244384298103	0	ENSG00000106331	ENSG00000228794
MECP2	RP11-54O7.1	-0.0136738308085174	0	ENSG00000169057	ENSG00000230699
TCF7	RP11-54O7.3	-0.080180423740949802	0	ENSG00000081059	ENSG00000223764
HIVEP2	SAMD11	-0.066178031250489905	0	ENSG00000010818	ENSG00000187634
WT1	NOC2L	0.076470520624715099	1	ENSG00000184937	ENSG00000188976
ZNF143	NOC2L	0.044395961623118499	1	ENSG00000166478	ENSG00000188976
SMAD3	NOC2L	0.020443406429179401	1	ENSG00000166949	ENSG00000188976
WT1	KLHL17	0.026298205176205201	1	ENSG00000184937	ENSG00000187961
TFAP2C	KLHL17	0.16928015833567803	1	ENSG00000087510	ENSG00000187961
IRF1	PLEKHN1	0.156572174250799	1	ENSG00000125347	ENSG00000187583
RELA	PLEKHN1	0.044119300594524798	1	ENSG00000173039	ENSG00000187583
NFKB1	PLEKHN1	0.0263777185009029	1	ENSG00000109320	ENSG00000187583
IRF2	PLEKHN1	0.086400655116215697	1	ENSG00000168310	ENSG00000187583
MYB	PERM1	0.0395038357778165	0	ENSG00000118513	ENSG00000187642
ZBTB49	PERM1	0.040511528517881097	0	ENSG00000168826	ENSG00000187642
